# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff7006d8d9d00
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
120655679912f5a0,_Z8gpu_mm_rPfS_S_ii,4.032,14,0.5,3,1,16,16,1,2048,2048,21,0,-1,,0,0,0,24,128,391,24,391,160,16,1,0,426,36,426,8,0,0,24,0,0,0,32,688,40,0,8,256,0,768,13922,256,240,1716,0,240,0,0,184,124,0,184,124,0
1206556799167dc0,_Z8gpu_mm_aPfS_ii,4.928,14,0.833,3,3,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,1149,28,1149,512,32,2,0,1099,32,1099,16,0,0,32,0,0,32,12,1696,64,0,16,512,0,2304,33643,512,608,2390,0,608,0,0,491,296,0,481,296,0
12065567991a1400,_Z10gpu_dpotrfPfS_ii,134.656,144,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,60,692,60,0,0,1,0,76,680,76,1090,0,0,0,0,0,1345,664,10974,151,0,1,1,0,76,95285,136,268,95249,0,336,0,0,0,0,0,0,0,0
12065567991f9e40,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
12065567991fbee0,_Z9gpu_inv_lPfS_ii,27.488,36,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,136,102,0,0,1,0,166,152,166,151,0,0,0,0,0,226,132,1892,46,0,1,16,0,168,18657,136,92,18627,0,92,0,0,760,568,0,760,568,0
120655679923a760,_Z8gpu_mm_rPfS_S_ii,3.936,14,0.333,2,1,16,16,1,2048,2048,21,0,-1,,0,0,0,24,128,280,24,280,160,16,1,0,284,24,284,8,0,0,0,0,0,0,0,688,40,0,8,256,0,512,13858,256,160,1716,0,160,0,0,184,124,0,184,124,0
12065567992737c0,_Z8gpu_mm_aPfS_ii,3.968,14,0.667,2,2,16,16,1,2048,2048,21,0,-1,,0,0,0,24,128,453,24,453,256,16,1,0,496,28,496,8,0,0,20,0,0,16,24,848,32,0,8,256,0,1024,13735,256,256,1706,0,256,0,0,220,148,0,220,148,0
12065567992abde0,_Z10gpu_dpotrfPfS_ii,134.56,144,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,76,696,76,0,0,1,0,60,668,60,1090,0,0,692,0,0,1345,732,10974,151,0,1,1,0,60,95212,136,332,95188,0,272,0,0,0,0,0,0,0,0
12065567993048c0,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
1206556799306960,_Z9gpu_inv_lPfS_ii,27.52,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,148,104,0,0,1,0,164,144,164,151,0,0,124,0,0,226,136,1892,46,0,1,16,0,168,18616,136,92,18626,0,92,0,0,760,568,0,760,568,0
